(20, 17)
(21, 17)
(19, 17)
(20, 16)
(21, 16)
(19, 16)
(18, 16)
(18, 17)
(17, 16)
(18, 15)
(19, 15)
(17, 15)
(18, 14)
(19, 14)
(17, 14)
(16, 14)
(16, 15)
(15, 14)
(15, 15)
(14, 14)
(14, 15)
(14, 16)
(15, 16)
(16, 16)
(16, 17)
(17, 17)
(17, 18)
(16, 18)
(16, 19)
(15, 18)
(15, 19)
(14, 18)
(14, 19)
(14, 20)
(15, 20)
(14, 21)
(13, 20)
(13, 21)
(12, 20)
(12, 21)
(12, 22)
(13, 22)
(12, 23)
(11, 22)
(11, 23)
(10, 22)
(10, 23)
(10, 24)
(11, 24)
(12, 24)
(13, 24)
(12, 25)
(13, 25)
(12, 26)
(13, 26)
(12, 27)
(13, 27)
(12, 28)
(13, 28)
(12, 29)
(13, 29)
(12, 30)
(13, 30)
(14, 30)
(15, 30)
(14, 31)
(14, 29)
(15, 29)
(14, 28)
(15, 28)
(16, 28)
(17, 28)
(18, 28)
(19, 28)
(18, 29)
(18, 27)
(19, 27)
(20, 27)
(19, 26)
(17, 27)
(18, 26)
(17, 26)
(18, 25)
(19, 25)
(17, 25)
(18, 24)
(19, 24)
(20, 24)
(21, 24)
(20, 25)
(20, 23)
(21, 23)
(19, 23)
(20, 22)
(21, 22)
(19, 22)
(18, 22)
(18, 23)
(17, 22)
(18, 21)
(19, 21)
(17, 21)
(18, 20)
(19, 20)
(20, 20)
(21, 20)
(22, 20)
(23, 20)
(22, 21)
(23, 21)
(22, 22)
(23, 22)
(22, 23)
(23, 23)
(22, 24)
(23, 24)
(24, 24)
(25, 24)
(26, 24)
(27, 24)
(28, 24)
(29, 24)
(30, 24)
(31, 24)
(32, 24)
(33, 24)
(32, 25)
(33, 25)
(34, 25)
(35, 25)
(36, 25)
(37, 25)
(38, 25)
(39, 25)
(40, 25)
(41, 25)
(42, 25)
(43, 25)
(44, 25)
(45, 25)
(46, 25)
(47, 25)
(48, 25)
(49, 25)
(50, 25)
(51, 25)
(52, 25)
(53, 25)
(54, 25)
(55, 25)
(56, 25)
(57, 25)
(58, 25)
(59, 25)
(58, 26)
(59, 26)
(58, 27)
(59, 27)
(58, 28)
(59, 28)
(58, 29)
(59, 29)
(60, 29)
(61, 29)
(62, 29)
(63, 29)
(64, 29)
(65, 29)
(64, 30)
(65, 30)
(66, 30)
(67, 30)
(66, 31)
(67, 31)
(68, 31)
(69, 31)
(68, 32)
(69, 32)
(68, 33)
(67, 32)
(67, 33)
(67, 34)
(66, 33)
(66, 34)
(66, 35)
(67, 35)
(66, 36)
(67, 36)
(66, 37)
(67, 37)
(66, 38)
(67, 38)
(66, 39)
(67, 39)
(66, 40)
(67, 40)
(66, 41)
(67, 41)
(66, 42)
(67, 42)
(66, 43)
(67, 43)
(66, 44)
(67, 44)
(66, 45)
(67, 45)
(66, 46)
(67, 46)
(66, 47)
(65, 46)
(65, 47)
(65, 48)
(64, 47)
(64, 48)
(64, 49)
(65, 49)
(64, 50)
(65, 50)
(64, 51)
(63, 50)
(63, 51)
(62, 50)
(62, 51)
(61, 50)
(61, 51)
(60, 50)
(60, 51)
(60, 52)
(61, 52)
(62, 52)
(63, 52)
(62, 53)
(63, 53)
(62, 54)
(63, 54)
(62, 55)
(61, 54)
(61, 55)
(60, 54)
(60, 55)
(60, 56)
(61, 56)
(60, 57)
(59, 56)
(59, 55)
(59, 54)
(60, 53)
(61, 53)
(59, 52)
(59, 53)
(58, 53)
(58, 52)
(57, 52)
(58, 51)
(59, 51)
(57, 51)
(58, 50)
(59, 50)
(57, 50)
(56, 50)
(56, 51)
(56, 52)
(56, 53)
(55, 52)
(55, 51)
(55, 50)
(54, 50)
(54, 51)
(53, 50)
(53, 51)
(52, 50)
(52, 51)
(51, 50)
(51, 51)
(50, 50)
(50, 51)
(49, 50)
(50, 49)
(51, 49)
(52, 49)
(53, 49)
(54, 49)
(55, 49)
(54, 48)
(55, 48)
(56, 48)
(57, 48)
(58, 48)
(59, 48)
(60, 48)
(61, 48)
(62, 48)
(63, 48)
(62, 49)
(62, 47)
(61, 49)
(61, 47)
(60, 49)
(60, 47)
(59, 47)
(60, 46)
(61, 46)
(62, 46)
(63, 46)
(62, 45)
(63, 45)
(64, 45)
(65, 45)
(64, 46)
(64, 44)
(65, 44)
(65, 43)
(64, 43)
(63, 43)
(64, 42)
(65, 42)
(63, 42)
(62, 42)
(62, 43)
(61, 42)
(61, 43)
(60, 42)
(60, 43)
(60, 44)
(61, 44)
(62, 44)
(63, 44)
(61, 45)
(60, 45)
(59, 45)
(59, 44)
(58, 44)
(58, 45)
(58, 46)
(59, 46)
(58, 47)
(57, 47)
(56, 47)
(55, 47)
(56, 46)
(57, 46)
(57, 45)
(56, 45)
(55, 45)
(56, 44)
(57, 44)
(57, 43)
(58, 43)
(59, 43)
(59, 42)
(58, 42)
(57, 42)
(56, 42)
(56, 43)
(55, 43)
(55, 42)
(56, 41)
(57, 41)
(58, 41)
(59, 41)
(58, 40)
(59, 40)
(60, 40)
(61, 40)
(62, 40)
(63, 40)
(62, 41)
(63, 41)
(61, 41)
(60, 41)
(62, 39)
(63, 39)
(64, 39)
(63, 38)
(64, 38)
(65, 38)
(65, 39)
(65, 37)
(64, 37)
(65, 36)
(64, 36)
(63, 36)
(63, 37)
(62, 36)
(62, 37)
(61, 36)
(61, 37)
(60, 36)
(60, 37)
(60, 38)
(61, 38)
(62, 38)
(61, 39)
(60, 39)
(59, 39)
(58, 39)
(57, 39)
(58, 38)
(59, 38)
(57, 38)
(56, 38)
(56, 39)
(55, 38)
(55, 39)
(55, 40)
(56, 40)
(57, 40)
(55, 41)
(54, 41)
(54, 40)
(53, 40)
(54, 39)
(53, 39)
(52, 39)
(53, 38)
(54, 38)
(54, 37)
(55, 37)
(56, 37)
(57, 37)
(56, 36)
(57, 36)
(55, 36)
(54, 36)
(53, 36)
(53, 37)
(52, 37)
(52, 36)
(51, 36)
(51, 37)
(51, 38)
(52, 38)
(51, 39)
(50, 38)
(50, 39)
(49, 38)
(50, 37)
(50, 36)
(49, 36)
(49, 37)
(48, 37)
(48, 38)
(48, 39)
(47, 38)
(47, 39)
(46, 38)
(46, 39)
(45, 38)
(45, 39)
(44, 38)
(44, 39)
(43, 38)
(44, 37)
(45, 37)
(43, 37)
(44, 36)
(45, 36)
(46, 36)
(47, 36)
(46, 37)
(46, 35)
(47, 35)
(48, 35)
(49, 35)
(50, 35)
(49, 34)
(50, 34)
(51, 34)
(52, 34)
(53, 34)
(54, 34)
(55, 34)
(56, 34)
(57, 34)
(58, 34)
(59, 34)
(60, 34)
(61, 34)
(62, 34)
(63, 34)
(62, 35)
(62, 33)
(63, 33)
(61, 33)
(62, 32)
(63, 32)
(64, 32)
(65, 32)
(66, 32)
(65, 33)
(65, 31)
(64, 31)
(63, 31)
(62, 31)
(61, 31)
(61, 32)
(60, 32)
(60, 33)
(59, 33)
(58, 33)
(59, 32)
(58, 32)
(57, 32)
(57, 33)
(56, 32)
(56, 33)
(55, 32)
(55, 33)
(54, 33)
(53, 33)
(52, 33)
(51, 33)
(50, 33)
(51, 32)
(52, 32)
(53, 32)
(54, 32)
(54, 31)
(55, 31)
(56, 31)
(57, 31)
(58, 31)
(59, 31)
(60, 31)
(60, 30)
(61, 30)
(62, 30)
(63, 30)
(59, 30)
(58, 30)
(57, 30)
(56, 30)
(55, 30)
(54, 30)
(53, 30)
(53, 31)
(52, 31)
(51, 31)
(52, 30)
(51, 30)
(50, 30)
(50, 31)
(50, 32)
(49, 32)
(49, 33)
(48, 33)
(48, 34)
(47, 34)
(46, 34)
(45, 34)
(46, 33)
(47, 33)
(47, 32)
(48, 32)
(48, 31)
(49, 31)
(47, 31)
(46, 31)
(46, 32)
(45, 32)
(45, 33)
(44, 33)
(44, 34)
(44, 35)
(45, 35)
(43, 35)
(43, 36)
(42, 35)
(42, 36)
(42, 37)
(42, 38)
(42, 39)
(43, 39)
(43, 40)
(44, 40)
(45, 40)
(44, 41)
(45, 41)
(44, 42)
(45, 42)
(44, 43)
(45, 43)
(44, 44)
(45, 44)
(44, 45)
(43, 44)
(43, 45)
(42, 44)
(42, 45)
(41, 44)
(42, 43)
(43, 43)
(41, 43)
(42, 42)
(43, 42)
(41, 42)
(40, 42)
(40, 43)
(39, 42)
(40, 41)
(41, 41)
(39, 41)
(40, 40)
(41, 40)
(42, 40)
(42, 41)
(41, 39)
(39, 40)
(40, 39)
(39, 39)
(38, 39)
(39, 38)
(40, 38)
(41, 38)
(40, 37)
(41, 37)
(41, 36)
(40, 36)
(39, 36)
(39, 37)
(38, 37)
(38, 38)
(37, 38)
(37, 39)
(36, 38)
(36, 39)
(36, 40)
(37, 40)
(38, 40)
(38, 41)
(38, 42)
(38, 43)
(37, 42)
(37, 43)
(36, 42)
(36, 43)
(35, 42)
(36, 41)
(37, 41)
(35, 41)
(35, 40)
(34, 40)
(34, 41)
(34, 42)
(34, 43)
(33, 42)
(33, 43)
(32, 42)
(32, 43)
(32, 44)
(33, 44)
(34, 44)
(35, 44)
(36, 44)
(37, 44)
(38, 44)
(39, 44)
(40, 44)
(40, 45)
(39, 45)
(39, 43)
(38, 45)
(38, 46)
(39, 46)
(40, 46)
(41, 46)
(42, 46)
(43, 46)
(44, 46)
(45, 46)
(44, 47)
(45, 47)
(44, 48)
(45, 48)
(46, 48)
(47, 48)
(46, 49)
(46, 47)
(47, 47)
(46, 46)
(47, 46)
(46, 45)
(47, 45)
(45, 45)
(46, 44)
(47, 44)
(48, 44)
(49, 44)
(48, 45)
(48, 43)
(49, 43)
(47, 43)
(48, 42)
(49, 42)
(47, 42)
(48, 41)
(49, 41)
(47, 41)
(48, 40)
(49, 40)
(50, 40)
(51, 40)
(52, 40)
(52, 41)
(53, 41)
(52, 42)
(53, 42)
(54, 42)
(54, 43)
(54, 44)
(55, 44)
(54, 45)
(54, 46)
(55, 46)
(54, 47)
(53, 46)
(53, 47)
(52, 46)
(52, 47)
(52, 48)
(53, 48)
(51, 48)
(50, 48)
(49, 48)
(49, 49)
(48, 48)
(48, 49)
(48, 50)
(48, 51)
(49, 51)
(48, 52)
(49, 52)
(50, 52)
(51, 52)
(52, 52)
(53, 52)
(54, 52)
(54, 53)
(55, 53)
(54, 54)
(55, 54)
(56, 54)
(57, 54)
(58, 54)
(58, 55)
(58, 56)
(58, 57)
(59, 57)
(58, 58)
(59, 58)
(60, 58)
(61, 58)
(60, 59)
(61, 59)
(60, 60)
(61, 60)
(60, 61)
(61, 61)
(60, 62)
(61, 62)
(60, 63)
(61, 63)
(62, 63)
(63, 63)
(62, 64)
(63, 64)
(62, 65)
(61, 64)
(61, 65)
(60, 64)
(60, 65)
(60, 66)
(61, 66)
(62, 66)
(63, 66)
(64, 66)
(65, 66)
(66, 66)
(67, 66)
(68, 66)
(69, 66)
(70, 66)
(71, 66)
(70, 67)
(71, 67)
(70, 68)
(71, 68)
(70, 69)
(69, 68)
(69, 69)
(68, 68)
(68, 69)
(67, 68)
(67, 69)
(66, 68)
(66, 69)
(65, 68)
(65, 69)
(64, 68)
(64, 69)
(64, 70)
(65, 70)
(66, 70)
(67, 70)
(68, 70)
(69, 70)
(70, 70)
(69, 71)
(68, 71)
(67, 71)
(66, 71)
(65, 71)
(64, 71)
(63, 70)
(63, 71)
(62, 70)
(62, 71)
(61, 70)
(61, 71)
(60, 70)
(60, 71)
(59, 70)
(60, 69)
(61, 69)
(59, 69)
(60, 68)
(61, 68)
(62, 68)
(63, 68)
(62, 69)
(62, 67)
(61, 67)
(59, 68)
(58, 68)
(58, 69)
(57, 68)
(57, 69)
(56, 68)
(56, 69)
(56, 70)
(57, 70)
(58, 70)
(58, 71)
(57, 71)
(56, 71)
(55, 70)
(55, 71)
(54, 70)
(54, 71)
(53, 70)
(54, 69)
(55, 69)
(53, 69)
(54, 68)
(55, 68)
(53, 68)
(52, 68)
(52, 69)
(51, 68)
(51, 69)
(50, 68)
(50, 69)
(49, 68)
(50, 67)
(51, 67)
(49, 67)
(50, 66)
(51, 66)
(52, 66)
(53, 66)
(52, 67)
(52, 65)
(53, 65)
(51, 65)
(52, 64)
(53, 64)
(54, 64)
(55, 64)
(56, 64)
(57, 64)
(56, 65)
(57, 65)
(56, 66)
(57, 66)
(58, 66)
(59, 66)
(58, 67)
(58, 65)
(59, 65)
(58, 64)
(59, 64)
(58, 63)
(59, 63)
(57, 63)
(58, 62)
(59, 62)
(57, 62)
(56, 62)
(56, 63)
(55, 62)
(55, 63)
(54, 62)
(54, 63)
(53, 62)
(54, 61)
(55, 61)
(53, 61)
(54, 60)
(55, 60)
(56, 60)
(57, 60)
(58, 60)
(59, 60)
(58, 61)
(58, 59)
(57, 61)
(57, 59)
(56, 59)
(55, 59)
(56, 58)
(57, 58)
(55, 58)
(56, 57)
(57, 57)
(55, 57)
(56, 56)
(57, 56)
(55, 56)
(54, 56)
(54, 57)
(53, 56)
(53, 57)
(52, 56)
(52, 57)
(51, 56)
(51, 57)
(50, 56)
(50, 57)
(50, 58)
(51, 58)
(52, 58)
(53, 58)
(54, 58)
(54, 59)
(53, 59)
(52, 59)
(52, 60)
(53, 60)
(52, 61)
(52, 62)
(52, 63)
(51, 62)
(51, 63)
(50, 62)
(50, 63)
(50, 64)
(51, 64)
(50, 65)
(49, 64)
(49, 65)
(48, 64)
(48, 65)
(47, 64)
(48, 63)
(49, 63)
(47, 63)
(48, 62)
(49, 62)
(47, 62)
(46, 62)
(46, 63)
(45, 62)
(46, 61)
(47, 61)
(45, 61)
(46, 60)
(47, 60)
(45, 60)
(44, 60)
(44, 61)
(43, 60)
(43, 61)
(42, 60)
(42, 61)
(41, 60)
(41, 61)
(41, 62)
(40, 61)
(40, 60)
(39, 60)
(39, 61)
(38, 60)
(38, 61)
(38, 62)
(39, 62)
(40, 62)
(40, 63)
(41, 63)
(40, 64)
(41, 64)
(40, 65)
(41, 65)
(42, 65)
(41, 66)
(40, 66)
(40, 67)
(39, 66)
(39, 67)
(38, 66)
(38, 67)
(37, 66)
(38, 65)
(39, 65)
(39, 64)
(38, 64)
(37, 64)
(37, 65)
(36, 64)
(36, 65)
(36, 66)
(36, 67)
(37, 67)
(37, 68)
(36, 68)
(36, 69)
(35, 68)
(35, 69)
(34, 68)
(34, 69)
(33, 68)
(33, 69)
(32, 68)
(32, 69)
(31, 68)
(32, 67)
(33, 67)
(34, 67)
(33, 66)
(34, 66)
(35, 66)
(35, 67)
(35, 65)
(34, 65)
(33, 65)
(32, 65)
(32, 66)
(31, 66)
(31, 65)
(32, 64)
(33, 64)
(34, 64)
(35, 64)
(35, 63)
(36, 63)
(37, 63)
(38, 63)
(37, 62)
(36, 62)
(35, 62)
(34, 62)
(34, 63)
(33, 63)
(32, 63)
(33, 62)
(34, 61)
(35, 61)
(36, 61)
(37, 61)
(36, 60)
(37, 60)
(37, 59)
(38, 59)
(39, 59)
(38, 58)
(39, 58)
(40, 58)
(41, 58)
(40, 59)
(41, 59)
(40, 57)
(41, 57)
(42, 57)
(43, 57)
(44, 57)
(45, 57)
(46, 57)
(47, 57)
(46, 58)
(47, 58)
(48, 58)
(49, 58)
(48, 59)
(49, 59)
(48, 60)
(49, 60)
(50, 60)
(51, 60)
(50, 61)
(51, 61)
(49, 61)
(50, 59)
(48, 61)
(47, 59)
(48, 57)
(46, 59)
(45, 58)
(46, 56)
(47, 56)
(48, 56)
(49, 56)
(48, 55)
(49, 55)
(47, 55)
(48, 54)
(49, 54)
(47, 54)
(46, 54)
(46, 55)
(45, 54)
(46, 53)
(47, 53)
(45, 53)
(46, 52)
(47, 52)
(45, 52)
(46, 51)
(47, 51)
(45, 51)
(46, 50)
(47, 50)
(45, 50)
(44, 50)
(44, 51)
(44, 52)
(44, 53)
(43, 52)
(43, 53)
(43, 54)
(42, 53)
(42, 54)
(42, 55)
(43, 55)
(42, 56)
(43, 56)
(41, 56)
(41, 55)
(40, 55)
(40, 56)
(39, 56)
(39, 55)
(38, 55)
(38, 56)
(38, 57)
(39, 57)
(37, 57)
(37, 58)
(36, 58)
(36, 59)
(35, 59)
(35, 60)
(34, 59)
(34, 60)
(33, 60)
(33, 61)
(32, 60)
(32, 61)
(32, 62)
(31, 62)
(31, 63)
(30, 62)
(30, 63)
(29, 62)
(29, 63)
(28, 62)
(28, 63)
(27, 62)
(28, 61)
(29, 61)
(27, 61)
(28, 60)
(29, 60)
(30, 60)
(31, 60)
(30, 61)
(30, 59)
(31, 59)
(32, 59)
(31, 58)
(32, 58)
(33, 58)
(34, 58)
(35, 58)
(35, 57)
(36, 57)
(36, 56)
(37, 56)
(37, 55)
(35, 56)
(34, 56)
(34, 57)
(33, 57)
(32, 57)
(31, 57)
(32, 56)
(33, 56)
(33, 55)
(34, 55)
(35, 55)
(34, 54)
(35, 54)
(33, 54)
(32, 54)
(32, 55)
(31, 55)
(31, 54)
(30, 54)
(30, 55)
(30, 56)
(31, 56)
(30, 57)
(30, 58)
(29, 58)
(29, 59)
(28, 58)
(28, 59)
(27, 58)
(28, 57)
(29, 57)
(29, 56)
(28, 56)
(27, 56)
(27, 57)
(26, 56)
(26, 57)
(25, 56)
(26, 55)
(27, 55)
(25, 55)
(26, 54)
(27, 54)
(28, 54)
(29, 54)
(29, 55)
(28, 55)
(29, 53)
(30, 53)
(31, 53)
(32, 53)
(33, 53)
(34, 53)
(35, 53)
(36, 53)
(37, 53)
(38, 53)
(39, 53)
(40, 53)
(41, 53)
(40, 54)
(41, 54)
(39, 54)
(38, 54)
(37, 54)
(36, 54)
(36, 55)
(40, 52)
(41, 52)
(42, 52)
(42, 51)
(41, 51)
(39, 52)
(38, 52)
(37, 52)
(38, 51)
(39, 51)
(40, 51)
(40, 50)
(41, 50)
(42, 50)
(43, 50)
(43, 51)
(43, 49)
(42, 49)
(41, 49)
(42, 48)
(43, 48)
(41, 48)
(40, 48)
(40, 49)
(39, 49)
(39, 50)
(38, 50)
(37, 50)
(37, 51)
(36, 51)
(36, 52)
(35, 52)
(34, 52)
(33, 52)
(34, 51)
(35, 51)
(35, 50)
(36, 50)
(36, 49)
(37, 49)
(38, 49)
(38, 48)
(39, 48)
(39, 47)
(37, 48)
(36, 48)
(35, 48)
(35, 49)
(34, 49)
(34, 50)
(33, 50)
(33, 51)
(32, 51)
(32, 52)
(31, 52)
(30, 52)
(29, 52)
(28, 52)
(28, 53)
(27, 53)
(26, 53)
(27, 52)
(26, 52)
(25, 52)
(25, 53)
(24, 52)
(24, 53)
(23, 52)
(23, 53)
(22, 52)
(22, 53)
(21, 52)
(21, 53)
(20, 52)
(20, 53)
(19, 52)
(19, 53)
(19, 54)
(18, 53)
(18, 54)
(18, 55)
(17, 54)
(17, 55)
(16, 54)
(16, 55)
(16, 56)
(17, 56)
(18, 56)
(19, 56)
(18, 57)
(19, 57)
(18, 58)
(19, 58)
(20, 58)
(21, 58)
(20, 59)
(20, 57)
(19, 59)
(19, 60)
(20, 60)
(21, 60)
(22, 60)
(23, 60)
(22, 61)
(23, 61)
(22, 62)
(23, 62)
(22, 63)
(23, 63)
(24, 63)
(23, 64)
(24, 64)
(25, 64)
(24, 65)
(25, 65)
(24, 66)
(25, 66)
(24, 67)
(23, 66)
(23, 67)
(22, 66)
(22, 67)
(21, 66)
(21, 67)
(20, 66)
(20, 67)
(20, 68)
(21, 68)
(22, 68)
(23, 68)
(24, 68)
(25, 68)
(24, 69)
(25, 69)
(24, 70)
(25, 70)
(24, 71)
(23, 70)
(23, 71)
(22, 70)
(22, 71)
(21, 70)
(21, 71)
(20, 70)
(20, 71)
(19, 70)
(19, 71)
(18, 70)
(18, 71)
(17, 70)
(17, 71)
(16, 70)
(16, 71)
(15, 70)
(15, 71)
(14, 70)
(14, 71)
(13, 70)
(13, 71)
(12, 70)
(12, 71)
(11, 70)
(11, 71)
(10, 70)
(10, 71)
(9, 70)
(9, 71)
(8, 70)
(8, 71)
(7, 70)
(7, 71)
(6, 70)
(6, 71)
(5, 70)
(5, 71)
(4, 70)
(4, 71)
(3, 70)
(3, 71)
(2, 70)
(2, 71)
(1, 70)
(1, 71)
(0, 70)
(0, 71)
(-1, 70)
(0, 69)
(1, 69)
(2, 69)
(3, 69)
(4, 69)
(5, 69)
(6, 69)
(7, 69)
(8, 69)
(9, 69)
(10, 69)
(11, 69)
(12, 69)
(13, 69)
(14, 69)
(15, 69)
(16, 69)
(17, 69)
(18, 69)
(19, 69)
(20, 69)
(21, 69)
(22, 69)
(23, 69)
(19, 68)
(18, 68)
(17, 68)
(16, 68)
(15, 68)
(14, 68)
(13, 68)
(12, 68)
(11, 68)
(10, 68)
(9, 68)
(8, 68)
(7, 68)
(6, 68)
(5, 68)
(4, 68)
(3, 68)
(2, 68)
(1, 68)
(0, 68)
(-1, 68)
(0, 67)
(1, 67)
(2, 67)
(3, 67)
(4, 67)
(5, 67)
(6, 67)
(7, 67)
(8, 67)
(9, 67)
(10, 67)
(11, 67)
(12, 67)
(13, 67)
(0, 0)
(1, 0)
(2, 0)
(3, 0)
(4, 0)
(5, 0)
(6, 0)
(7, 0)
(6, 1)
(7, 1)
(6, 2)
(7, 2)
(8, 2)
(9, 2)
(10, 2)
(11, 2)
(10, 3)
(10, 1)
(11, 1)
(9, 1)
(10, 0)
(11, 0)
(12, 0)
(13, 0)
(14, 0)
(15, 0)
(14, 1)
(15, 1)
(14, 2)
(15, 2)
(14, 3)
(13, 2)
(13, 3)
(12, 2)
(12, 3)
(12, 4)
(13, 4)
(12, 5)
(13, 5)
(12, 6)
(13, 6)
(12, 7)
(11, 6)
(11, 7)
(10, 6)
(10, 7)
(10, 8)
(11, 8)
(10, 9)
(11, 9)
(10, 10)
(11, 10)
(12, 10)
(13, 10)
(12, 11)
(12, 9)
(13, 9)
(12, 8)
(13, 8)
(14, 8)
(15, 8)
(14, 9)
(15, 9)
(14, 10)
(15, 10)
(16, 10)
(17, 10)
(16, 11)
(17, 11)
(16, 12)
(17, 12)
(18, 12)
(19, 12)
(20, 12)
(21, 12)
(20, 13)
(21, 13)
(20, 14)
(21, 14)
(22, 14)
(23, 14)
(22, 15)
(23, 15)
(22, 16)
(23, 16)
(22, 17)
(23, 17)
(22, 18)
(23, 18)
(22, 19)
(21, 18)
(21, 19)
(20, 18)
(20, 19)
(19, 18)
(20, 17)
(21, 17)
(19, 17)
(20, 16)
(21, 16)
(19, 16)
(18, 16)
(18, 17)
(17, 16)
(18, 15)
(19, 15)
(17, 15)
(18, 14)
(19, 14)
(17, 14)
(16, 14)
(16, 15)
(15, 14)
(15, 15)
(14, 14)
(14, 15)
(14, 16)
(15, 16)
(16, 16)
(16, 17)
(17, 17)
(17, 18)
(16, 18)
(16, 19)
(15, 18)
(15, 19)
(14, 18)
(14, 19)
(14, 20)
(15, 20)
(14, 21)
(13, 20)
(13, 21)
(12, 20)
(12, 21)
(12, 22)
(13, 22)
(12, 23)
(11, 22)
(11, 23)
(10, 22)
(10, 23)
(10, 24)
(11, 24)
(12, 24)
(13, 24)
(12, 25)
(13, 25)
(12, 26)
(13, 26)
(12, 27)
(13, 27)
(12, 28)
(13, 28)
(12, 29)
(13, 29)
(12, 30)
(13, 30)
(14, 30)
(15, 30)
(14, 31)
(14, 29)
(15, 29)
(14, 28)
(15, 28)
(16, 28)
(17, 28)
(18, 28)
(19, 28)
(18, 29)
(18, 27)
(19, 27)
(20, 27)
(19, 26)
(17, 27)
(18, 26)
(17, 26)
(18, 25)
(19, 25)
(17, 25)
(18, 24)
(19, 24)
(20, 24)
(21, 24)
(20, 25)
(20, 23)
